Assembly Identifier,Phylum,Class,Order,Family,Genus,Organism Name,Average_lifespan_days,Average_lifespan_days_in_longer_life_cycle,Parthenogenesis,Fission Budding,Highly dormant eggs,Dormant state in other than egg stage,More than one type of life cycles,Eusociality,Eusociality level,Host number
GCA_037325665.1_US_GU_Lsax_2.0,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Littorina saxatilis,2443.472222,0,0,0,0,0,0,0,0,0
GCA_036898135.1_ASM3689813v1,Mollusca,Gastropoda,Littorinimorpha,Pomatiopsidae,Oncomelania,Oncomelania hupensis,484,0,0,0,0,0,0,0,0,0
GCA_030674185.1_MNHN-Mocor-1,Mollusca,Gastropoda,Littorinimorpha,Ranellidae,Monoplex,Monoplex corrugatus,1505.625,0,0,0,0,0,0,0,0,0
GCA_040114235.1_ASM4011423v1,Mollusca,Gastropoda,Littorinimorpha,Tateidae,Potamopyrgus,Potamopyrgus estuarinus,365,0,0,0,0,0,0,0,0,0
GCA_000327385.1_Helro1,Mollusca,Gastropoda,Lottioidea,Lottiidae,Lottia,Lottia gigantea,6077.25,0,0,0,0,0,0,0,0,0
GCA_029955415.1_xgLotScab1.0.hap1,Mollusca,Gastropoda,Lottioidea,Lottiidae,Lottia,Lottia scabra,3041.666667,0,0,0,0,0,0,0,0,0
GCA_964016985.1_xbAnoAlba1.1,Mollusca,Bivalvia,Lucinida,Lucinidae,Anodontia,Anodontia alba,730,0,0,0,0,0,0,0,0,0
GCA_964194395.1_xbSteFlor3.1,Mollusca,Bivalvia,Lucinida,Lucinidae,Stewartia,Stewartia floridana,2190,0,0,0,0,0,0,0,0,0
GCA_027627225.1_MU_Ckus_1.0,Mollusca,Bivalvia,Myida,Dreissenidae,Congeria,Congeria kusceri,14235,0,0,0,0,0,0,0,0,0
GCA_020536995.1_UMN_Dpol_1.0,Mollusca,Bivalvia,Myida,Dreissenidae,Dreissena,Dreissena polymorpha,2707.083333,0,0,0,0,0,0,0,0,0
GCA_007657795.1_UV_Dro_v1.1,Mollusca,Bivalvia,Myida,Dreissenidae,Dreissena,Dreissena rostriformis,4988.333333,0,0,0,0,0,0,0,0,0
GCA_026914265.1_ASM2691426v1,Mollusca,Bivalvia,Myida,Myidae,Mya,Mya arenaria,5878.527778,0,0,0,0,0,0,0,0,0
GCA_023376005.1_UCB_Dpea_1,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis,Doryteuthis pealeii,365,0,0,0,0,0,0,0,0,0
GCA_963585895.1_xcSepLess1.1,Mollusca,Cephalopoda,Myopsida,Loliginidae,Sepioteuthis,Sepioteuthis lessoniana,395.5694444,0,0,0,0,0,0,0,0,0
GCA_963971305.1_xbArcSenh1.1,Mollusca,Bivalvia,Mytilida,Mytilidae,Arcuatula,Arcuatula senhousia,742.1666667,0,0,0,0,0,0,0,0,0
GCA_034783895.1_ASM3478389v1,Mollusca,Bivalvia,Mytilida,Mytilidae,Geukensia,Geukensia demissa,5718.333333,0,0,0,0,0,0,0,0,0
GCA_032357055.1_ASM3235705v1,Mollusca,Bivalvia,Mytilida,Mytilidae,Geukensia,Geukensia granosissima,6570,0,0,0,0,0,0,0,0,0
GCA_944474755.1_xbLimFort5.1,Mollusca,Bivalvia,Mytilida,Mytilidae,Limnoperna,Limnoperna fortunei,1373.727273,0,0,0,0,0,0,0,0,0
GCA_021869535.1_xbMytCali1.0.p,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus californianus,4745,0,0,0,0,0,0,0,0,0
GCA_017311375.1_Mcoruscus_HiC,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus coruscus,8881.666667,0,0,0,0,0,0,0,0,0
GCA_019925275.2_PEIMed_v2,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus edulis,5028.888889,0,0,0,0,0,0,0,0,0
GCA_037788925.1_MytGallo_primary_0.1,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus galloprovincialis,1034.166667,0,0,0,0,0,0,0,0,0
GCA_036588685.2_PNRI_Mtr1.2.1.hap1,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus trossulus,2798.333333,0,0,0,0,0,0,0,0,0
GCA_037379345.1_ASM3737934v1,Mollusca,Bivalvia,Mytilida,Mytilidae,Perna,Perna viridis,1424.513889,0,0,0,0,0,0,0,0,0
GCA_018389105.1_ASM1838910v1,Mollusca,Cephalopoda,Nautilida,Nautilidae,Nautilus,Nautilus pompilius,6326.666667,0,0,0,0,0,0,0,0,0
GCA_041734735.1_ASM4173473v1,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Babylonia,Babylonia areolata,2190,0,0,0,0,0,0,0,0,0
GCA_034780235.1_ASM3478023v1,Mollusca,Gastropoda,Neogastropoda,Muricidae,Concholepas,Concholepas concholepas,2555,0,0,0,0,0,0,0,0,0
GCA_028751875.1_ASM2875187v1,Mollusca,Gastropoda,Neogastropoda,Muricidae,Rapana,Rapana venosa,4501.666667,0,0,0,0,0,0,0,0,0
GCA_030674155.1_MNHN-Sthae-1,Mollusca,Gastropoda,Neogastropoda,Muricidae,Stramonita,Stramonita haemastoma,2190,0,0,0,0,0,0,0,0,0
GCA_034780015.1_ASM3478001v1,Mollusca,Gastropoda,Neogastropoda,Muricidae,Urosalpinx,Urosalpinx cinerea,1825,0,0,0,0,0,0,0,0,0
GCA_009936545.3_ASM993654v3,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Anentome,Anentome helena,1642.5,0,0,0,0,0,0,0,0,0
GCA_032466315.1_ASM3246631v1,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Aeolidia,Aeolidia papillosa,273.75,0,0,0,0,0,0,0,0,0
GCA_034508935.3_UCSD_Bste_1.2,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Berghia,Berghia stephanieae,547.5,0,0,0,0,0,0,0,0,0
GCA_025762795.1_ASM2576279v1,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Goniobranchus,Goniobranchus coi,365,0,0,0,0,0,0,0,0,0
GCA_028565935.1_ASM2856593v1,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Goniobranchus,Goniobranchus fidelis,53,0,0,0,0,0,0,0,0,0
GCA_028565895.1_ASM2856589v1,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Goniobranchus,Goniobranchus geometricus,60,0,0,0,0,0,0,0,0,0
GCA_025770095.1_ASM2577009v1,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Goniobranchus,Goniobranchus kuniei,365,0,0,0,0,0,0,0,0,0
GCA_028566475.1_ASM2856647v1,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Goniobranchus,Goniobranchus leopardus,365,0,0,0,0,0,0,0,0,0
GCA_032358575.1_ASM3235857v1,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,Dendronotus rufus,365,0,0,0,0,0,0,0,0,0
GCA_031834005.1_ASM3183400v1,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,Dendronotus venustus,365,0,0,0,0,0,0,0,0,0
GCA_039654525.1_ASM3965452v1,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Melibe,Melibe bucephala,365,0,0,0,0,0,0,0,0,0
GCA_031471865.1_ASM3147186v1,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Melibe,Melibe leonina,365,0,0,0,0,0,0,0,0,0
GCA_039654465.1_ASM3965446v1,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Melibe,Melibe viridis,128,0,0,0,0,0,0,0,0,0
GCA_031763155.1_ASM3176315v1,Mollusca,Gastropoda,Nudibranchia,Dironidae,Dirona,Dirona albolineata,182.5,0,0,0,0,0,0,0,0,0
GCA_030265205.1_ASM3026520v1,Mollusca,Gastropoda,Nudibranchia,Dironidae,Dirona,Dirona pellucida,365,0,0,0,0,0,0,0,0,0
GCA_037039925.1_xgDorMont1_p1.0,Mollusca,Gastropoda,Nudibranchia,Dironidae,Doris,Doris montereyensis,288.9583333,0,0,0,0,0,0,0,0,0
GCA_031762655.1_ASM3176265v1,Mollusca,Gastropoda,Nudibranchia,Dironidae,Doris,Doris verrucosa,365,0,0,0,0,0,0,0,0,0
GCA_031471375.1_ASM3147137v1,Mollusca,Gastropoda,Nudibranchia,Glaucidae,Hermissenda,Hermissenda crassicornis,160,0,0,0,0,0,0,0,0,0
GCA_031833985.1_ASM3183398v1,Mollusca,Gastropoda,Nudibranchia,Goniodorididae,Ancula,Ancula gibbosa,121.6666667,0,0,0,0,0,0,0,0,0
GCA_037974715.1_ASM3797471v1,Mollusca,Gastropoda,Nudibranchia,Lomanotidae,Lomanotus,Lomanotus vermiformis,365,0,0,0,0,0,0,0,0,0
GCA_039654545.1_ASM3965454v1,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Plocamopherus,Plocamopherus ceylonicus,365,0,0,0,0,0,0,0,0,0
GCA_039654505.1_ASM3965450v1,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Plocamopherus,Plocamopherus imperialis,90,0,0,0,0,0,0,0,0,0
GCA_037974505.1_ASM3797450v1,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Plocamopherus,Plocamopherus tilesii,109,0,0,0,0,0,0,0,0,0
GCA_031833965.1_ASM3183396v1,Mollusca,Gastropoda,Nudibranchia,Scyllaeidae,Scyllaea,Scyllaea pelagica,365,0,0,0,0,0,0,0,0,0
GCA_030265255.1_ASM3026525v1,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,Tritonia,Tritonia festiva,365,0,0,0,0,0,0,0,0,0
GCA_030265355.1_ASM3026535v1,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,Tritonia,Tritonia tetraquetra,365,0,0,0,0,0,0,0,0,0
GCA_029822975.1_ASM2982297v1,Mollusca,Cephalopoda,Octopoda,Bolitaenidae,Japetella,Japetella diaphana,2193,0,0,0,0,0,0,0,0,0
GCA_026873925.1_ASM2687392v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Amphioctopus,Amphioctopus burryi,304.1666667,0,0,0,0,0,0,0,0,0
GCA_964016885.1_xcEleCirr1.1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Eledone,Eledone cirrhosa,787.03125,0,0,0,0,0,0,0,0,0
GCA_027564315.1_ASM2756431v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Enteroctopus,Enteroctopus dofleini,1308.4,0,0,0,0,0,0,0,0,0
GCA_015501135.1_ASM1550113v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Hapalochlaena,Hapalochlaena maculosa,212.9166667,0,0,0,0,0,0,0,0,0
GCA_027122495.1_ASM2712249v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Muusoctopus,Muusoctopus longibrachus,1460,0,0,0,0,0,0,0,0,0
GCA_027568995.1_ASM2756899v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus americanus,356,0,0,0,0,0,0,0,0,0
GCA_001194135.2_ASM119413v2,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus bimaculoides,517.0833333,0,0,0,0,0,0,0,0,0
GCA_029874955.1_RU_OctIns_1.0,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus insularis,172,0,0,0,0,0,0,0,0,0
GCA_027122535.1_ASM2712253v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus maya,453.75,0,0,0,0,0,0,0,0,0
GCA_027564515.1_ASM2756451v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus rubescens,821.25,0,0,0,0,0,0,0,0,0
GCA_006345805.1_ASM634580v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus sinensis,486.6666667,0,0,0,0,0,0,0,0,0
GCA_951406725.2_xcOctVulg1.2,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus vulgaris,669.1666667,0,0,0,0,0,0,0,0,0
GCA_006491835.1_UP_Adux,Mollusca,Cephalopoda,Oegopsida,Architeuthidae,Architeuthis,Architeuthis dux,2269.778571,0,0,0,0,0,0,0,0,0
GCA_015471945.1_Wsci_v1.0,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Watasenia,Watasenia scintillans,395.4166667,0,0,0,0,0,0,0,0,0
GCA_037178445.1_ASM3717844v1,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onykia,Onykia robusta,520,0,0,0,0,0,0,0,0,0
GCA_963457665.1_xcThyRhom1.1,Mollusca,Cephalopoda,Oegopsida,Thysanoteuthidae,Thysanoteuthis,Thysanoteuthis rhombus,300,0,0,0,0,0,0,0,0,0
GCA_020458035.1_ASM2045803v1,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea ariakensis,4745,0,0,0,0,0,0,0,0,0
GCA_040285235.1_LNCC_Cgas_1.0,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea gasar,1760.516667,0,0,0,0,0,0,0,0,0
GCA_033439105.1_Cni_ZS_v1,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea nippona,2737.5,0,0,0,0,0,0,0,0,0
GCA_040285155.1_LNCC_Crhi_1.0,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea rhizophorae,1199.025,0,0,0,0,0,0,0,0,0
GCA_002022765.4_C_virginica-3.0,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea virginica,2930.95,0,0,0,0,0,0,0,0,0
GCA_025612915.2_ASM2561291v2,Mollusca,Bivalvia,Ostreida,Ostreidae,Magallana,Magallana angulata,1642.5,0,0,0,0,0,0,0,0,0
GCA_963853765.1_xbMagGiga1.1,Mollusca,Bivalvia,Ostreida,Ostreidae,Magallana,Magallana gigas,2117,0,0,0,0,0,0,0,0,0
GCA_015776775.1_ASM1577677v1,Mollusca,Bivalvia,Ostreida,Ostreidae,Magallana,Magallana hongkongensis,3650,0,0,0,0,0,0,0,0,0
GCA_024699665.1_O._denselamellosa_genome_assembly_1.0,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,Ostrea denselamellosa,2190,0,0,0,0,0,0,0,0,0
GCA_947568905.1_xbOstEdul1.1,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostrea,Ostrea edulis,3650,0,0,0,0,0,0,0,0,0
GCA_032062105.1_CSIRO_AGI_Scuc_v1,Mollusca,Bivalvia,Ostreida,Ostreidae,Saccostrea,Saccostrea cuccullata,5794.375,0,0,0,0,0,0,0,0,0
GCA_003671525.1_Sgl1.0,Mollusca,Bivalvia,Ostreida,Ostreidae,Saccostrea,Saccostrea glomerata,2737.5,0,0,0,0,0,0,0,0,0
GCA_964341155.2_xgPatCaer1.2,Mollusca,Gastropoda,Patelloidea,Patellidae,Patella,Patella caerulea,1703.333333,0,0,0,0,0,0,0,0,0
GCA_948474765.1_xgPatDepr1.1,Mollusca,Gastropoda,Patelloidea,Patellidae,Patella,Patella depressa,2068.333333,0,0,0,0,0,0,0,0,0
GCA_917208275.1_xgPatPell1.1,Mollusca,Gastropoda,Patelloidea,Patellidae,Patella,Patella pellucida,365,0,0,0,0,0,0,0,0,0
GCA_963678685.1_xgPatUlys2.1,Mollusca,Gastropoda,Patelloidea,Patellidae,Patella,Patella ulyssiponensis,5475,0,0,0,0,0,0,0,0,0
GCA_932274485.2_xgPatVulg1.2,Mollusca,Gastropoda,Patelloidea,Patellidae,Patella,Patella vulgata,5037,0,0,0,0,0,0,0,0,0
GCA_004382765.1_QAU_Acon_1.1,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten,Argopecten irradians concentricus,694.5138889,0,0,0,0,0,0,0,0,0
GCA_004382745.1_QAU_Airr_1.1,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten,Argopecten irradians irradians,730,0,0,0,0,0,0,0,0,0
GCA_032359455.1_ASM3235945v1,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,Chlamys rubida,2190,0,0,0,0,0,0,0,0,0
GCA_032360845.1_ASM3236084v1,Mollusca,Bivalvia,Pectinida,Pectinidae,Crassadoma,Crassadoma gigantea,7300,0,0,0,0,0,0,0,0,0
GCA_947623455.1_xbMimVari1.1,Mollusca,Bivalvia,Pectinida,Pectinidae,Mimachlamys,Mimachlamys varia,1825,0,0,0,0,0,0,0,0,0
GCA_002113885.2_ASM211388v2,Mollusca,Bivalvia,Pectinida,Pectinidae,Mizuhopecten,Mizuhopecten yessoensis,5031.785714,0,0,0,0,0,0,0,0,0
GCA_902652985.1_xPecMax1.1,Mollusca,Bivalvia,Pectinida,Pectinidae,Pecten,Pecten maximus,6752.5,0,0,0,0,0,0,0,0,0
GCA_031769215.1_AGI_CSIRO_Ybal_v1,Mollusca,Bivalvia,Pectinida,Pectinidae,Ylistrum,Ylistrum balloti,1306.75,0,0,0,0,0,0,0,0,0
GCA_016161895.1_ASM1616189v1,Mollusca,Bivalvia,Pterioida,Pinnidae,Pinna,Pinna nobilis,9344,0,0,0,0,0,0,0,0,0
GCA_028142955.1_Pfu_4.1A,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,Pinctada fucata,2190,0,0,0,0,0,0,0,0,0
GCA_033119305.1_ASM3311930v1,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,Pinctada imbricata,2190,0,0,0,0,0,0,0,0,0
GCA_964021215.1_xbPinMarg1,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,Pinctada margaritifera,2007.5,0,0,0,0,0,0,0,0,0
GCA_035048485.1_Ppen_2.0,Mollusca,Bivalvia,Pterioida,Pteriidae,Pteria,Pteria penguin,1405.25,0,0,0,0,0,0,0,0,0
GCA_032362205.1_ASM3236220v1,Mollusca,Gastropoda,Pteropoda,Clionidae,Clione,Clione limacina,730,0,0,0,0,0,0,0,0,0
GCA_009866985.1_NBC_Lbul_1,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,Limacina bulimoides,319.375,0,0,0,0,0,0,0,0,0
GCA_003991915.1_ElyChl2.0,Mollusca,Gastropoda,Sacoglossa,Plakobranchidae,Elysia,Elysia chlorotica,466.3888889,0,0,0,0,0,0,0,0,0
GCA_033675545.1_ASM3367554v1,Mollusca,Gastropoda,Sacoglossa,Plakobranchidae,Elysia,Elysia crispata,669.1666667,0,0,0,0,0,0,0,0,0
GCA_019649035.1_Ema_v1,Mollusca,Gastropoda,Sacoglossa,Plakobranchidae,Elysia,Elysia marginata,270,0,0,0,0,0,0,0,0,0
GCA_019648995.1_PoB_v1,Mollusca,Gastropoda,Sacoglossa,Plakobranchidae,Plakobranchus,Plakobranchus ocellatus,152.0833333,0,0,0,0,0,0,0,0,0
GCA_964036315.1_xcSepEscu2.1,Mollusca,Cephalopoda,Sepiida,Sepiidae,Acanthosepion,Acanthosepion esculentum,365,0,0,0,0,0,0,0,0,0
GCA_963932145.1_xcSepLyci1.1,Mollusca,Cephalopoda,Sepiida,Sepiidae,Acanthosepion,Acanthosepion lycidas,365,0,0,0,0,0,0,0,0,0
GCA_903632075.3_SPHA2.0,Mollusca,Cephalopoda,Sepiida,Sepiidae,Acanthosepion,Acanthosepion pharaonis,985.1666667,0,0,0,0,0,0,0,0,0
GCA_037127315.1_Cuttlefish_Shasta_Assembly-Phased_Primary,Mollusca,Cephalopoda,Sepiida,Sepiidae,Ascarosepion,Ascarosepion bandense,273.75,0,0,0,0,0,0,0,0,0
GCA_963556195.1_xcSepAtla11.1,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepiola,Sepiola atlantica,304.1666667,0,0,0,0,0,0,0,0,0
GCA_964059275.1_xcSepParv1.hap1.1,Mollusca,Cephalopoda,Sepiida,Sepiolidae,Eumandya,Eumandya parva,91.25,0,0,0,0,0,0,0,0,0
GCA_024364805.1_ASM2436480v1,Mollusca,Cephalopoda,Sepiida,Sepiolidae,Euprymna,Euprymna scolopes,154.3333333,0,0,0,0,0,0,0,0,0
GCA_036924085.1_xgAriColu1.0.hap1,Mollusca,Gastropoda,Stylommatophora,Arionidae,Ariolimax,Ariolimax columbianus,1825,0,0,0,0,0,0,0,0,0
GCA_032362185.1_ASM3236218v1,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,Arion ater rufus,620.5,0,0,0,0,0,0,0,0,0
GCA_020796225.1_ASM2079622v1,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,Arion vulgaris,720.6,0,0,0,0,0,0,0,0,0
GCA_040496235.1_ASM4049623v1,Mollusca,Gastropoda,Stylommatophora,Camaenidae,Euhadra,Euhadra peliomphala,912.5,0,0,0,0,0,0,0,0,0
GCA_905116865.2_CUNI_anot_genome.v2,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Candidula,Candidula unifasciata,365,0,0,0,0,0,0,0,0,0
GCA_963921405.1_xgCepHort1.1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cepaea,Cepaea hortensis,2920,0,0,0,0,0,0,0,0,0
GCA_964166675.1_xgCepNemo3.hap2.1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cepaea,Cepaea nemoralis,2482,0,0,0,0,0,0,0,0,0
GCA_964187895.1_xgCorAspe16.1,Mollusca,Gastropoda,Stylommatophora,Helicidae,Cornu,Cornu aspersum,2104.583333,0,0,0,0,0,0,0,0,0
GCA_963931925.1_xgOncCelt3.1,Mollusca,Gastropoda,Systellommatophora,Onchidiidae,Onchidella,Onchidella celtica,1095,0,0,0,0,0,0,0,0,0
GCA_921293015.1_xgPhoLine1.1,Mollusca,Gastropoda,Trochida,Trochidae,Phorcus,Phorcus lineatus,4927.5,0,0,0,0,0,0,0,0,0
GCA_916613615.1_xgSteCine2.1,Mollusca,Gastropoda,Trochida,Trochidae,Steromphala,Steromphala cineraria,1277.5,0,0,0,0,0,0,0,0,0
GCA_031762815.1_ASM3176281v1,Mollusca,Gastropoda,Umbraculida,Tylodinidae,Tylodina,Tylodina fungina,365,0,0,0,0,0,0,0,0,0
GCA_029931535.1_MarmarV2,Mollusca,Bivalvia,Unionida,Margaritiferidae,Margaritifera,Margaritifera margaritifera,53290,0,0,0,0,0,0,0,0,0
GCA_016617855.1_ASM1661785v1,Mollusca,Bivalvia,Unionida,Unionidae,Megalonaias,Megalonaias nervosa,16425,0,0,0,0,0,0,0,0,0
GCA_029339505.1_Ude_BIV7592_haploid,Mollusca,Bivalvia,Unionida,Unionidae,Unio,Unio delphinus,4015,0,0,0,0,0,0,0,0,0
GCA_030141615.1_Upi_BIV9798,Mollusca,Bivalvia,Unionida,Unionidae,Unio,Unio pictorum,5091.75,0,0,0,0,0,0,0,0,0
GCA_003401595.1_ASM340159v1,Mollusca,Bivalvia,Unionida,Unionidae,Venustaconcha,Venustaconcha ellipsiformis,5475,0,0,0,0,0,0,0,0,0
GCA_001632725.1_ASM163272v1,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,Corbicula fluminea,1690.659722,0,0,0,0,0,0,0,0,0
GCA_038501625.1_CoJap,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,Corbicula japonica,4136.666667,0,0,0,0,0,0,0,0,0
GCA_032209605.1_xbMacPoly1_p1.0,Mollusca,Bivalvia,Venerida,Mactridae,Mactromeris,Mactromeris polynyma,17624.28571,0,0,0,0,0,0,0,0,0
GCA_947247005.1_xbSpiSoli1.1,Mollusca,Bivalvia,Venerida,Mactridae,Spisula,Spisula solida,2737.5,0,0,0,0,0,0,0,0,0
GCA_963678985.1_xbSpiSubt1.1,Mollusca,Bivalvia,Venerida,Mactridae,Spisula,Spisula subtruncata,1246.475,0,0,0,0,0,0,0,0,0
GCA_012932295.1_ASM1293229v1,Mollusca,Bivalvia,Venerida,Veneridae,Cyclina,Cyclina sinensis,2555,0,0,0,0,0,0,0,0,0
GCA_021730395.1_MADL_Memer_1,Mollusca,Bivalvia,Venerida,Veneridae,Mercenaria,Mercenaria mercenaria,11777.33333,0,0,0,0,0,0,0,0,0
GCA_026571515.2_ASM2657151v2,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,4842.82,0,0,0,0,0,0,0,0,0
GCA_032359765.1_ASM3235976v1,Mollusca,Bivalvia,Venerida,Veneridae,Saxidomus,Saxidomus gigantea,6935,0,0,0,0,0,0,0,0,0
GCA_022818135.2_GRF_Spur_v2,Mollusca,Bivalvia,Venerida,Veneridae,Saxidomus,Saxidomus purpurata,5840,0,0,0,0,0,0,0,0,0
GCA_964256745.1_neEchMats5.1,Nematoda,Enoplea,Enoplida,Echinomermellidae,Echinomermella,Echinomermella matsi,730,0,0,0,0,0,0,0,0,1
GCA_036768485.1_OU_Mnig_GAv1.2,Nematoda,Enoplea,Mermithida,Mermithidae,Mermis,Mermis nigrescens,790,0,0,0,0,0,0,0,0,1
GCA_963922205.1_Rcx_HiFi_Nanopore_202305,Nematoda,Enoplea,Mermithida,Mermithidae,Romanomermis,Romanomermis culicivorax,126.5,0,0,0,0,0,0,0,0,1
GCA_036172955.1_ASM3617295v1,Nematoda,Chromadorea,Monhysterida,Meloidogynidae,Meloidogyne,Meloidogyne arenaria,51.5,781.5,1,0,1,0,0,0,0,1
GCA_015183035.1_ASM1518303v1,Nematoda,Chromadorea,Monhysterida,Meloidogynidae,Meloidogyne,Meloidogyne chitwoodi,61,0,1,0,1,0,0,0,0,1
GCA_963681835.1_Meloidogyne_enterolobii_E1834_genome_assembly,Nematoda,Chromadorea,Monhysterida,Meloidogynidae,Meloidogyne,Meloidogyne enterolobii,28.66666667,0,1,0,0,0,0,0,0,1
GCA_018905775.1_ASM1890577v1,Nematoda,Chromadorea,Monhysterida,Meloidogynidae,Meloidogyne,Meloidogyne exigua,47.33333333,0,1,0,0,0,0,0,0,1
GCA_003693605.1_ASM369360v1,Nematoda,Chromadorea,Monhysterida,Meloidogynidae,Meloidogyne,Meloidogyne floridensis,29,0,1,0,0,0,0,0,0,1
GCA_036172905.1_ASM3617290v1,Nematoda,Chromadorea,Monhysterida,Meloidogynidae,Meloidogyne,Meloidogyne graminicola,51,0,1,0,1,0,0,0,0,1
GCA_000172435.1_Freeze_1,Nematoda,Chromadorea,Monhysterida,Meloidogynidae,Meloidogyne,Meloidogyne hapla,69.5,252,1,0,1,0,0,0,0,1
GCA_036172945.1_ASM3617294v1,Nematoda,Chromadorea,Monhysterida,Meloidogynidae,Meloidogyne,Meloidogyne incognita,55.94421769,246.9442177,1,0,1,1,0,0,0,1
GCA_036172935.1_ASM3617293v1,Nematoda,Chromadorea,Monhysterida,Meloidogynidae,Meloidogyne,Meloidogyne javanica,73.25,1624.5,1,0,1,1,0,0,0,1
GCA_963070105.1_nxLitSigm11.1,Nematoda,Chromadorea,Monhysterida,Onchocercidae,Litomosoides,Litomosoides sigmodontis,560.9625,0,0,0,0,0,0,0,0,2
GCA_000183805.3_Loa_loa_V3.1,Nematoda,Chromadorea,Monhysterida,Onchocercidae,Loa,Loa loa,4675.275,0,0,0,0,0,0,0,0,2
GCA_029876185.1_NEB_Moz_Venz_1,Nematoda,Chromadorea,Monhysterida,Onchocercidae,Mansonella,Mansonella ozzardi,2100.375,0,0,0,0,0,0,0,0,2
GCA_037074765.1_Mpe_Cam_1,Nematoda,Chromadorea,Monhysterida,Onchocercidae,Mansonella,Mansonella perstans,4281.3,0,0,0,0,0,0,0,0,2
GCA_964036275.1_nrLitMari1.1,Nematoda,Chromadorea,Monhysterida,Rhabditidae,Litoditis,Litoditis marina,25.66666667,0,0,0,0,0,0,0,0,0
GCA_034698125.1_ASM3469812v1,Nematoda,Enoplea,Mononchida,Mononchidae,Prionchulus,Prionchulus punctatus,200,0,0,0,0,0,0,0,0,0
